Application,Application Version,Category,Primary Location,Line Number,Full Filename,Criticality,Filterset,Folder,Is Reviewed,Tagged,Primary Tag Auto Applied,Bug URL,userName,Has Correlated Issues,Has Comments,Scan Status,Found Date,Removed Date,Is Removed,Is Suppressed,Is Hidden,Analysis Type,Analysis Category,Analyzer,Primary Rule ID,Instance ID,Impact,Likelihood,Severity,Confidence,Kingdom,Fortify Category,CWE,CWE Top 25 2021,CWE Top 25 2022,DISA CCI 2,FISMA,GDPR,MISRA C 2012,MISRA C++ 2008,NIST SP 800-53 Rev.4,NIST SP 800-53 Rev.5,OWASP ASVS 4.0,OWASP MASVS 2.0,OWASP Mobile 2014,OWASP Top 10 2013,OWASP Top 10 2017,OWASP Top 10 2021,PCI 3.2.1,PCI 4.0,PCI SSF 1.0,PCI SSF 1.1,PCI SSF 1.2,SANS Top 25 2011,STIG 4.11,STIG 5.1,STIG 5.2,WASC 2.00
2026_SSE_mavit,1.0,Insecure Randomness,ckeditor.js,5,jobs/40df99ae-e5ad-41dc-a710-6bacd5341271/work/Src/Hospital-Management-System/vendor/ckeditor/ckeditor.js,High,Security Auditor View,High,false,,,,,false,false,UPDATED,Tue May 26 16:32:50 CEST 2026,,false,false,false,SCA,STATIC,Structural,919BF191-6443-4239-BBFF-A7A31C108032,3AA83AE4BBBAE0E2AD3F7A1F46C6519E,4.0,0.4,2.0,5.0,Security Features,Insecure Randomness,CWE ID 338,,,CCI-002450,MP,Insufficient Data Protection,,,SC-13 Cryptographic Protection (P1),SC-13 Cryptographic Protection,"2.3.1 Authenticator Lifecycle Requirements (L1 L2 L3),2.6.2 Look-up Secret Verifier Requirements (L2 L3),3.2.2 Session Binding Requirements (L1 L2 L3),3.2.4 Session Binding Requirements (L2 L3),6.3.1 Random Values (L2 L3),6.3.2 Random Values (L2 L3),6.3.3 Random Values (L3)",MASVS-CRYPTO-1,M6 Broken Cryptography,,,A02 Cryptographic Failures,Requirement 6.5.3,Requirement 6.2.4,Control Objective 7.3 - Use of Cryptography,"Control Objective 7.3 - Use of Cryptography,Control Objective B.2.4 - Terminal Software Design","Control Objective 7.3 - Use of Cryptography,Control Objective B.2.4 - Terminal Software Design",,"APSC-DV-002010 CAT II,APSC-DV-002050 CAT II","APSC-DV-002010 CAT II,APSC-DV-002050 CAT II","APSC-DV-002010 CAT II,APSC-DV-002050 CAT II",
2026_SSE_mavit,1.0,Cross-Site Request Forgery,contact.html,69,jobs/40df99ae-e5ad-41dc-a710-6bacd5341271/work/Src/Hospital-Management-System/contact.html,Low,Security Auditor View,Low,false,,,,,false,false,UPDATED,Tue May 26 16:32:50 CEST 2026,,false,false,false,SCA,STATIC,Content,78E0700E-56FE-45A2-A11B-6A560F730576,C19C6A643B4E0B273F9E46DDD1576D98,2.0,0.4,2.0,5.0,Encapsulation,Cross-Site Request Forgery,CWE ID 352,[9] CWE ID 352,[9] CWE ID 352,"CCI-001310,CCI-001941,CCI-001942",,Access Violation,,,SC-23 Session Authenticity (P1),SC-23 Session Authenticity,"3.5.3 Token-based Session Management (L2 L3),4.2.2 Operation Level Access Control (L1 L2 L3),13.2.3 RESTful Web Service Verification Requirements (L1 L2 L3)",,M5 Poor Authorization and Authentication,A8 Cross-Site Request Forgery (CSRF),,A01 Broken Access Control,Requirement 6.5.9,Requirement 6.2.4,Control Objective 5.4 - Authentication and Access Control,Control Objective 5.4 - Authentication and Access Control,"Control Objective 5.4 - Authentication and Access Control,Control Objective C.2.3 - Web Software Access Controls",Insecure Interaction - CWE ID 352,"APSC-DV-001620 CAT II,APSC-DV-001630 CAT II,APSC-DV-002500 CAT II","APSC-DV-001620 CAT II,APSC-DV-001630 CAT II,APSC-DV-002500 CAT II","APSC-DV-001620 CAT II,APSC-DV-001630 CAT II,APSC-DV-002500 CAT II",Cross-Site Request Forgery (WASC-09)
2026_SSE_mavit,1.0,SQL Injection,contact.php,11,jobs/40df99ae-e5ad-41dc-a710-6bacd5341271/work/Src/Hospital-Management-System/contact.php,Critical,Security Auditor View,Critical,false,,,,,false,false,UPDATED,Tue May 26 16:32:50 CEST 2026,,false,false,false,SCA,STATIC,Data Flow,FF858C20-4BCD-4EBA-8DBA-F1502AB06D2E,5E16BB2ECF3A70BB960444322677968C,5.0,5.0,4.0,5.0,Input Validation and Representation,SQL Injection,CWE ID 89,[6] CWE ID 089,[3] CWE ID 089,"CCI-001310,CCI-002754",SI,Indirect Access to Sensitive Data,Rule 1.3,Rule 0-3-1,SI-10 Information Input Validation (P1),SI-10 Information Input Validation,"5.3.4 Output Encoding and Injection Prevention Requirements (L1 L2 L3),5.3.5 Output Encoding and Injection Prevention Requirements (L1 L2 L3)",MASVS-CODE-4,M7 Client Side Injection,A1 Injection,A1 Injection,A03 Injection,Requirement 6.5.1,Requirement 6.2.4,Control Objective 4.2 - Critical Asset Protection,"Control Objective 4.2 - Critical Asset Protection,Control Objective B.3.1 - Terminal Software Attack Mitigation,Control Objective B.3.1.1 - Terminal Software Attack Mitigation","Control Objective 4.2 - Critical Asset Protection,Control Objective B.3.1 - Terminal Software Attack Mitigation,Control Objective B.3.1.1 - Terminal Software Attack Mitigation,Control Objective C.3.2 - Web Software Attack Mitigation",Insecure Interaction - CWE ID 089,"APSC-DV-002540 CAT I,APSC-DV-002560 CAT I","APSC-DV-002540 CAT I,APSC-DV-002560 CAT I","APSC-DV-002540 CAT I,APSC-DV-002560 CAT I",SQL Injection (WASC-19)
2026_SSE_mavit,1.0,SQL Injection,contact.php,11,jobs/40df99ae-e5ad-41dc-a710-6bacd5341271/work/Src/Hospital-Management-System/contact.php,Critical,Security Auditor View,Critical,false,,,,,false,false,UPDATED,Tue May 26 16:32:50 CEST 2026,,false,false,false,SCA,STATIC,Data Flow,FF858C20-4BCD-4EBA-8DBA-F1502AB06D2E,7DD425A6BD65B6818C0EE25C72C69476,5.0,5.0,4.0,5.0,Input Validation and Representation,SQL Injection,CWE ID 89,[6] CWE ID 089,[3] CWE ID 089,"CCI-001310,CCI-002754",SI,Indirect Access to Sensitive Data,Rule 1.3,Rule 0-3-1,SI-10 Information Input Validation (P1),SI-10 Information Input Validation,"5.3.4 Output Encoding and Injection Prevention Requirements (L1 L2 L3),5.3.5 Output Encoding and Injection Prevention Requirements (L1 L2 L3)",MASVS-CODE-4,M7 Client Side Injection,A1 Injection,A1 Injection,A03 Injection,Requirement 6.5.1,Requirement 6.2.4,Control Objective 4.2 - Critical Asset Protection,"Control Objective 4.2 - Critical Asset Protection,Control Objective B.3.1 - Terminal Software Attack Mitigation,Control Objective B.3.1.1 - Terminal Software Attack Mitigation","Control Objective 4.2 - Critical Asset Protection,Control Objective B.3.1 - Terminal Software Attack Mitigation,Control Objective B.3.1.1 - Terminal Software Attack Mitigation,Control Objective C.3.2 - Web Software Attack Mitigation",Insecure Interaction - CWE ID 089,"APSC-DV-002540 CAT I,APSC-DV-002560 CAT I","APSC-DV-002540 CAT I,APSC-DV-002560 CAT I","APSC-DV-002540 CAT I,APSC-DV-002560 CAT I",SQL Injection (WASC-19)
2026_SSE_mavit,1.0,SQL Injection,contact.php,11,jobs/40df99ae-e5ad-41dc-a710-6bacd5341271/work/Src/Hospital-Management-System/contact.php,Critical,Security Auditor View,Critical,false,,,,,false,false,UPDATED,Tue May 26 16:32:50 CEST 2026,,false,false,false,SCA,STATIC,Data Flow,FF858C20-4BCD-4EBA-8DBA-F1502AB06D2E,90F114F8C82552A9D22FD082B1461FB6,5.0,5.0,4.0,5.0,Input Validation and Representation,SQL Injection,CWE ID 89,[6] CWE ID 089,[3] CWE ID 089,"CCI-001310,CCI-002754",SI,Indirect Access to Sensitive Data,Rule 1.3,Rule 0-3-1,SI-10 Information Input Validation (P1),SI-10 Information Input Validation,"5.3.4 Output Encoding and Injection Prevention Requirements (L1 L2 L3),5.3.5 Output Encoding and Injection Prevention Requirements (L1 L2 L3)",MASVS-CODE-4,M7 Client Side Injection,A1 Injection,A1 Injection,A03 Injection,Requirement 6.5.1,Requirement 6.2.4,Control Objective 4.2 - Critical Asset Protection,"Control Objective 4.2 - Critical Asset Protection,Control Objective B.3.1 - Terminal Software Attack Mitigation,Control Objective B.3.1.1 - Terminal Software Attack Mitigation","Control Objective 4.2 - Critical Asset Protection,Control Objective B.3.1 - Terminal Software Attack Mitigation,Control Objective B.3.1.1 - Terminal Software Attack Mitigation,Control Objective C.3.2 - Web Software Attack Mitigation",Insecure Interaction - CWE ID 089,"APSC-DV-002540 CAT I,APSC-DV-002560 CAT I","APSC-DV-002540 CAT I,APSC-DV-002560 CAT I","APSC-DV-002540 CAT I,APSC-DV-002560 CAT I",SQL Injection (WASC-19)
2026_SSE_mavit,1.0,SQL Injection,contact.php,11,jobs/40df99ae-e5ad-41dc-a710-6bacd5341271/work/Src/Hospital-Management-System/contact.php,Critical,Security Auditor View,Critical,false,,,,,false,false,UPDATED,Tue May 26 16:32:50 CEST 2026,,false,false,false,SCA,STATIC,Data Flow,FF858C20-4BCD-4EBA-8DBA-F1502AB06D2E,FBA01F0C06A1DBC1F2FC4C44C06C8B2D,5.0,5.0,4.0,5.0,Input Validation and Representation,SQL Injection,CWE ID 89,[6] CWE ID 089,[3] CWE ID 089,"CCI-001310,CCI-002754",SI,Indirect Access to Sensitive Data,Rule 1.3,Rule 0-3-1,SI-10 Information Input Validation (P1),SI-10 Information Input Validation,"5.3.4 Output Encoding and Injection Prevention Requirements (L1 L2 L3),5.3.5 Output Encoding and Injection Prevention Requirements (L1 L2 L3)",MASVS-CODE-4,M7 Client Side Injection,A1 Injection,A1 Injection,A03 Injection,Requirement 6.5.1,Requirement 6.2.4,Control Objective 4.2 - Critical Asset Protection,"Control Objective 4.2 - Critical Asset Protection,Control Objective B.3.1 - Terminal Software Attack Mitigation,Control Objective B.3.1.1 - Terminal Software Attack Mitigation","Control Objective 4.2 - Critical Asset Protection,Control Objective B.3.1 - Terminal Software Attack Mitigation,Control Objective B.3.1.1 - Terminal Software Attack Mitigation,Control Objective C.3.2 - Web Software Attack Mitigation",Insecure Interaction - CWE ID 089,"APSC-DV-002540 CAT I,APSC-DV-002560 CAT I","APSC-DV-002540 CAT I,APSC-DV-002560 CAT I","APSC-DV-002540 CAT I,APSC-DV-002560 CAT I",SQL Injection (WASC-19)
2026_SSE_mavit,1.0,Insecure Transport: External Link,datafiltering.html,46,jobs/40df99ae-e5ad-41dc-a710-6bacd5341271/work/Src/Hospital-Management-System/vendor/ckeditor/samples/datafiltering.html,Medium,Security Auditor View,Medium,false,,,,,false,false,UPDATED,Tue May 26 16:32:50 CEST 2026,,false,false,false,SCA,STATIC,Content,C72A3E77-8324-4FF9-B958-74FCDDF39D17,148B236772C2B20C4E07AA62E579EDED,2.0,5.0,5.0,5.0,Security Features,Insecure Transport: External Link,CWE ID 297,[14] CWE ID 287,[14] CWE ID 287,"CCI-000068,CCI-001453,CCI-002418,CCI-002420,CCI-002421,CCI-002422,CCI-002890,CCI-003123","CM,SC",Insufficient Data Protection,,,SC-8 Transmission Confidentiality and Integrity (P1),SC-8 Transmission Confidentiality and Integrity,"2.6.3 Look-up Secret Verifier Requirements (L2 L3),2.7.1 Out of Band Verifier Requirements (L1 L2 L3),2.7.2 Out of Band Verifier Requirements (L1 L2 L3),2.7.3 Out of Band Verifier Requirements (L1 L2 L3),2.8.4 Single or Multi Factor One Time Verifier Requirements (L2 L3),2.8.5 Single or Multi Factor One Time Verifier Requirements (L2 L3),3.7.1 Defenses Against Session Management Exploits (L1 L2 L3),6.2.1 Algorithms (L1 L2 L3),9.2.1 Server Communications Security Requirements (L2 L3),9.2.3 Server Communications Security Requirements (L2 L3)","MASVS-NETWORK-1,MASVS-PLATFORM-2",M3 Insufficient Transport Layer Protection,A6 Sensitive Data Exposure,A3 Sensitive Data Exposure,A05 Security Misconfiguration,"Requirement 4.1,Requirement 6.5.4","Requirement 4.2.1,Requirement 6.2.4","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography,Control Objective B.2.5 - Terminal Software Design","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography,Control Objective B.2.5 - Terminal Software Design,Control Objective C.4.1 - Web Software Communications",,"APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II","APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II","APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II",Insufficient Transport Layer Protection (WASC-04)
2026_SSE_mavit,1.0,Insecure Transport: External Link,datafiltering.html,57,jobs/40df99ae-e5ad-41dc-a710-6bacd5341271/work/Src/Hospital-Management-System/vendor/ckeditor/samples/datafiltering.html,Medium,Security Auditor View,Medium,false,,,,,false,false,UPDATED,Tue May 26 16:32:50 CEST 2026,,false,false,false,SCA,STATIC,Content,C72A3E77-8324-4FF9-B958-74FCDDF39D17,148B236772C2B20C4E07AA62E579EDEE,2.0,5.0,5.0,5.0,Security Features,Insecure Transport: External Link,CWE ID 297,[14] CWE ID 287,[14] CWE ID 287,"CCI-000068,CCI-001453,CCI-002418,CCI-002420,CCI-002421,CCI-002422,CCI-002890,CCI-003123","CM,SC",Insufficient Data Protection,,,SC-8 Transmission Confidentiality and Integrity (P1),SC-8 Transmission Confidentiality and Integrity,"2.6.3 Look-up Secret Verifier Requirements (L2 L3),2.7.1 Out of Band Verifier Requirements (L1 L2 L3),2.7.2 Out of Band Verifier Requirements (L1 L2 L3),2.7.3 Out of Band Verifier Requirements (L1 L2 L3),2.8.4 Single or Multi Factor One Time Verifier Requirements (L2 L3),2.8.5 Single or Multi Factor One Time Verifier Requirements (L2 L3),3.7.1 Defenses Against Session Management Exploits (L1 L2 L3),6.2.1 Algorithms (L1 L2 L3),9.2.1 Server Communications Security Requirements (L2 L3),9.2.3 Server Communications Security Requirements (L2 L3)","MASVS-NETWORK-1,MASVS-PLATFORM-2",M3 Insufficient Transport Layer Protection,A6 Sensitive Data Exposure,A3 Sensitive Data Exposure,A05 Security Misconfiguration,"Requirement 4.1,Requirement 6.5.4","Requirement 4.2.1,Requirement 6.2.4","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography,Control Objective B.2.5 - Terminal Software Design","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography,Control Objective B.2.5 - Terminal Software Design,Control Objective C.4.1 - Web Software Communications",,"APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II","APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II","APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II",Insufficient Transport Layer Protection (WASC-04)
2026_SSE_mavit,1.0,Insecure Transport: External Link,datafiltering.html,66,jobs/40df99ae-e5ad-41dc-a710-6bacd5341271/work/Src/Hospital-Management-System/vendor/ckeditor/samples/datafiltering.html,Medium,Security Auditor View,Medium,false,,,,,false,false,UPDATED,Tue May 26 16:32:50 CEST 2026,,false,false,false,SCA,STATIC,Content,C72A3E77-8324-4FF9-B958-74FCDDF39D17,148B236772C2B20C4E07AA62E579EDEF,2.0,5.0,5.0,5.0,Security Features,Insecure Transport: External Link,CWE ID 297,[14] CWE ID 287,[14] CWE ID 287,"CCI-000068,CCI-001453,CCI-002418,CCI-002420,CCI-002421,CCI-002422,CCI-002890,CCI-003123","CM,SC",Insufficient Data Protection,,,SC-8 Transmission Confidentiality and Integrity (P1),SC-8 Transmission Confidentiality and Integrity,"2.6.3 Look-up Secret Verifier Requirements (L2 L3),2.7.1 Out of Band Verifier Requirements (L1 L2 L3),2.7.2 Out of Band Verifier Requirements (L1 L2 L3),2.7.3 Out of Band Verifier Requirements (L1 L2 L3),2.8.4 Single or Multi Factor One Time Verifier Requirements (L2 L3),2.8.5 Single or Multi Factor One Time Verifier Requirements (L2 L3),3.7.1 Defenses Against Session Management Exploits (L1 L2 L3),6.2.1 Algorithms (L1 L2 L3),9.2.1 Server Communications Security Requirements (L2 L3),9.2.3 Server Communications Security Requirements (L2 L3)","MASVS-NETWORK-1,MASVS-PLATFORM-2",M3 Insufficient Transport Layer Protection,A6 Sensitive Data Exposure,A3 Sensitive Data Exposure,A05 Security Misconfiguration,"Requirement 4.1,Requirement 6.5.4","Requirement 4.2.1,Requirement 6.2.4","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography,Control Objective B.2.5 - Terminal Software Design","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography,Control Objective B.2.5 - Terminal Software Design,Control Objective C.4.1 - Web Software Communications",,"APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II","APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II","APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II",Insufficient Transport Layer Protection (WASC-04)
2026_SSE_mavit,1.0,Insecure Transport: External Link,datafiltering.html,75,jobs/40df99ae-e5ad-41dc-a710-6bacd5341271/work/Src/Hospital-Management-System/vendor/ckeditor/samples/datafiltering.html,Medium,Security Auditor View,Medium,false,,,,,false,false,UPDATED,Tue May 26 16:32:50 CEST 2026,,false,false,false,SCA,STATIC,Content,C72A3E77-8324-4FF9-B958-74FCDDF39D17,148B236772C2B20C4E07AA62E579EDF0,2.0,5.0,5.0,5.0,Security Features,Insecure Transport: External Link,CWE ID 297,[14] CWE ID 287,[14] CWE ID 287,"CCI-000068,CCI-001453,CCI-002418,CCI-002420,CCI-002421,CCI-002422,CCI-002890,CCI-003123","CM,SC",Insufficient Data Protection,,,SC-8 Transmission Confidentiality and Integrity (P1),SC-8 Transmission Confidentiality and Integrity,"2.6.3 Look-up Secret Verifier Requirements (L2 L3),2.7.1 Out of Band Verifier Requirements (L1 L2 L3),2.7.2 Out of Band Verifier Requirements (L1 L2 L3),2.7.3 Out of Band Verifier Requirements (L1 L2 L3),2.8.4 Single or Multi Factor One Time Verifier Requirements (L2 L3),2.8.5 Single or Multi Factor One Time Verifier Requirements (L2 L3),3.7.1 Defenses Against Session Management Exploits (L1 L2 L3),6.2.1 Algorithms (L1 L2 L3),9.2.1 Server Communications Security Requirements (L2 L3),9.2.3 Server Communications Security Requirements (L2 L3)","MASVS-NETWORK-1,MASVS-PLATFORM-2",M3 Insufficient Transport Layer Protection,A6 Sensitive Data Exposure,A3 Sensitive Data Exposure,A05 Security Misconfiguration,"Requirement 4.1,Requirement 6.5.4","Requirement 4.2.1,Requirement 6.2.4","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography,Control Objective B.2.5 - Terminal Software Design","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography,Control Objective B.2.5 - Terminal Software Design,Control Objective C.4.1 - Web Software Communications",,"APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II","APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II","APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II",Insufficient Transport Layer Protection (WASC-04)
2026_SSE_mavit,1.0,Insecure Transport: External Link,datafiltering.html,104,jobs/40df99ae-e5ad-41dc-a710-6bacd5341271/work/Src/Hospital-Management-System/vendor/ckeditor/samples/datafiltering.html,Medium,Security Auditor View,Medium,false,,,,,false,false,UPDATED,Tue May 26 16:32:50 CEST 2026,,false,false,false,SCA,STATIC,Content,C72A3E77-8324-4FF9-B958-74FCDDF39D17,148B236772C2B20C4E07AA62E579EDF1,2.0,5.0,5.0,5.0,Security Features,Insecure Transport: External Link,CWE ID 297,[14] CWE ID 287,[14] CWE ID 287,"CCI-000068,CCI-001453,CCI-002418,CCI-002420,CCI-002421,CCI-002422,CCI-002890,CCI-003123","CM,SC",Insufficient Data Protection,,,SC-8 Transmission Confidentiality and Integrity (P1),SC-8 Transmission Confidentiality and Integrity,"2.6.3 Look-up Secret Verifier Requirements (L2 L3),2.7.1 Out of Band Verifier Requirements (L1 L2 L3),2.7.2 Out of Band Verifier Requirements (L1 L2 L3),2.7.3 Out of Band Verifier Requirements (L1 L2 L3),2.8.4 Single or Multi Factor One Time Verifier Requirements (L2 L3),2.8.5 Single or Multi Factor One Time Verifier Requirements (L2 L3),3.7.1 Defenses Against Session Management Exploits (L1 L2 L3),6.2.1 Algorithms (L1 L2 L3),9.2.1 Server Communications Security Requirements (L2 L3),9.2.3 Server Communications Security Requirements (L2 L3)","MASVS-NETWORK-1,MASVS-PLATFORM-2",M3 Insufficient Transport Layer Protection,A6 Sensitive Data Exposure,A3 Sensitive Data Exposure,A05 Security Misconfiguration,"Requirement 4.1,Requirement 6.5.4","Requirement 4.2.1,Requirement 6.2.4","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography,Control Objective B.2.5 - Terminal Software Design","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography,Control Objective B.2.5 - Terminal Software Design,Control Objective C.4.1 - Web Software Communications",,"APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II","APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II","APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II",Insufficient Transport Layer Protection (WASC-04)
2026_SSE_mavit,1.0,Insecure Transport: External Link,datafiltering.html,109,jobs/40df99ae-e5ad-41dc-a710-6bacd5341271/work/Src/Hospital-Management-System/vendor/ckeditor/samples/datafiltering.html,Medium,Security Auditor View,Medium,false,,,,,false,false,UPDATED,Tue May 26 16:32:50 CEST 2026,,false,false,false,SCA,STATIC,Content,C72A3E77-8324-4FF9-B958-74FCDDF39D17,148B236772C2B20C4E07AA62E579EDF2,2.0,5.0,5.0,5.0,Security Features,Insecure Transport: External Link,CWE ID 297,[14] CWE ID 287,[14] CWE ID 287,"CCI-000068,CCI-001453,CCI-002418,CCI-002420,CCI-002421,CCI-002422,CCI-002890,CCI-003123","CM,SC",Insufficient Data Protection,,,SC-8 Transmission Confidentiality and Integrity (P1),SC-8 Transmission Confidentiality and Integrity,"2.6.3 Look-up Secret Verifier Requirements (L2 L3),2.7.1 Out of Band Verifier Requirements (L1 L2 L3),2.7.2 Out of Band Verifier Requirements (L1 L2 L3),2.7.3 Out of Band Verifier Requirements (L1 L2 L3),2.8.4 Single or Multi Factor One Time Verifier Requirements (L2 L3),2.8.5 Single or Multi Factor One Time Verifier Requirements (L2 L3),3.7.1 Defenses Against Session Management Exploits (L1 L2 L3),6.2.1 Algorithms (L1 L2 L3),9.2.1 Server Communications Security Requirements (L2 L3),9.2.3 Server Communications Security Requirements (L2 L3)","MASVS-NETWORK-1,MASVS-PLATFORM-2",M3 Insufficient Transport Layer Protection,A6 Sensitive Data Exposure,A3 Sensitive Data Exposure,A05 Security Misconfiguration,"Requirement 4.1,Requirement 6.5.4","Requirement 4.2.1,Requirement 6.2.4","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography,Control Objective B.2.5 - Terminal Software Design","Control Objective 3.3 - Sensitive Data Retention,Control Objective 6.2 - Sensitive Data Protection,Control Objective 7 - Use of Cryptography,Control Objective B.2.5 - Terminal Software Design,Control Objective C.4.1 - Web Software Communications",,"APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II","APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II","APSC-DV-000160 CAT II,APSC-DV-000170 CAT II,APSC-DV-001940 CAT II,APSC-DV-001950 CAT II,APSC-DV-002440 CAT I,APSC-DV-002450 CAT II,APSC-DV-002460 CAT II,APSC-DV-002470 CAT II",Insufficient Transport Layer Protection (WASC-04)
